CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Spending_Ratio,Avg_Transaction_Amt
716863458,Attrited Customer,44,2,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016,0.99646,0.00354449,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.24829064781550586,126.02941176470588
766821033,Attrited Customer,61,0,46,6,3,3,4650.0,1162,3488.0,0.82,7976,74,1.056,0.25,0.99651,0.0034913,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.7152688172043011,107.78378378378379
714615258,Attrited Customer,32,1,36,6,3,2,4819.0,2134,2685.0,0.834,9330,64,0.882,0.443,0.99395,0.00605,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.9360863249636855,145.78125
710455608,Attrited Customer,40,3,36,2,3,2,4620.0,0,4620.0,0.654,6644,61,0.694,0.0,0.99452,0.00548,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.438095238095238,108.91803278688525
713514633,Attrited Customer,59,2,50,2,4,2,6224.0,0,6224.0,0.801,8291,69,1.029,0.0,0.99542,0.00457826,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.3321015424164524,120.15942028985508
717571683,Attrited Customer,47,4,34,2,3,3,23981.0,0,23981.0,0.196,4536,61,0.605,0.0,0.99735,0.0026529,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.1891497435469747,74.36065573770492
712021233,Attrited Customer,33,3,15,5,1,3,23399.0,0,23399.0,1.051,9356,74,0.85,0.0,0.98971,0.01029,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3998461472712509,126.43243243243244
712916958,Attrited Customer,55,2,36,5,3,2,12494.0,0,12494.0,0.576,7026,69,0.917,0.0,0.99447,0.00553,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5623499279654234,101.82608695652173
716124408,Attrited Customer,32,2,22,2,2,3,34516.0,1692,32824.0,0.983,7486,64,0.73,0.049,0.99549,0.00451271,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.21688492293429135,116.96875
800758233,Attrited Customer,30,0,24,6,2,2,4109.0,0,4109.0,0.949,8642,77,0.481,0.0,0.98958,0.01042,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.1031881236310537,112.23376623376623
821241708,Attrited Customer,47,4,42,1,4,1,7953.0,0,7953.0,1.031,8670,74,0.574,0.0,0.99343,0.00657,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.0901546586193889,117.16216216216216
716987358,Attrited Customer,29,0,15,2,1,3,8022.0,0,8022.0,0.381,5660,59,0.735,0.0,0.98942,0.01058,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7055597107953129,95.9322033898305
709259958,Attrited Customer,53,1,44,1,3,2,5541.0,2517,3024.0,0.879,9195,73,0.825,0.454,0.99411,0.00589,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6594477531131564,125.95890410958904
709213458,Attrited Customer,42,3,36,1,3,2,22993.0,0,22993.0,1.004,7867,75,0.786,0.0,0.99452,0.00548,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3421476101422172,104.89333333333333
718252533,Attrited Customer,30,0,18,5,1,1,4203.0,996,3207.0,0.705,7292,68,0.7,0.237,0.9661,0.0339,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.734951225315251,107.23529411764706
717898758,Attrited Customer,55,2,45,6,3,3,12207.0,0,12207.0,0.319,5838,74,1.056,0.0,0.99636,0.00364408,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.47825018432047184,78.89189189189189
770220558,Attrited Customer,57,3,51,1,6,1,5859.0,0,5859.0,0.914,8004,82,0.708,0.0,0.98987,0.01013,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.3661034306195596,97.60975609756098
708662583,Attrited Customer,41,3,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0,0.99812,0.00187593,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.2986222937913759,119.21428571428571
708152358,Attrited Customer,54,1,36,1,3,2,18512.0,1664,16848.0,0.889,8019,57,0.583,0.09,0.99499,0.00501,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.43317847882454624,140.68421052631578
709075533,Attrited Customer,41,5,32,4,3,3,12094.0,0,12094.0,0.995,8607,90,0.957,0.0,0.9969,0.00310348,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.7116752108483546,95.63333333333334
714361083,Attrited Customer,40,2,36,4,2,3,5989.0,0,5989.0,0.311,5843,60,0.176,0.0,0.99466,0.00534,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9756219736183002,97.38333333333334
714608583,Attrited Customer,45,5,36,2,3,2,5287.0,0,5287.0,0.841,8392,69,0.683,0.0,0.99449,0.00551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5872895782107055,121.6231884057971
709928358,Attrited Customer,40,3,20,1,2,2,32554.0,0,32554.0,0.872,8528,87,1.122,0.0,0.99161,0.00839,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2619647355163728,98.02298850574712
712265508,Attrited Customer,32,0,14,1,1,3,4015.0,0,4015.0,1.045,8363,65,0.806,0.0,0.98942,0.01058,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.08293897882939,128.66153846153847
715051608,Attrited Customer,34,2,36,2,3,2,9719.0,2517,7202.0,0.906,9183,51,0.7,0.259,0.99431,0.00569,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9448502932400453,180.05882352941177
717439983,Attrited Customer,48,2,28,1,3,3,14774.0,2517,12257.0,0.979,8293,63,0.703,0.17,0.99671,0.00329379,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5613239474752945,131.63492063492063
714391683,Attrited Customer,39,4,36,4,3,2,34516.0,2517,31999.0,0.841,8248,66,0.65,0.073,0.99583,0.00416767,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.2389616409780971,124.96969696969697
708841233,Attrited Customer,41,2,33,2,3,3,14682.0,2517,12165.0,1.041,8193,72,0.846,0.171,0.99661,0.00338757,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5580302411115652,113.79166666666667
713632983,Attrited Customer,43,4,35,2,3,2,10588.0,503,10085.0,0.918,7886,70,0.75,0.048,0.99458,0.00542,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7448054401208916,112.65714285714286
719612583,Attrited Customer,52,4,42,4,4,1,12091.0,0,12091.0,0.898,8127,74,0.805,0.0,0.99298,0.00702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6721528409560831,109.82432432432432
718333983,Attrited Customer,57,4,36,2,2,3,13694.0,2219,11475.0,1.078,9040,63,0.8,0.162,0.99549,0.00451007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6601431283773915,143.4920634920635
717518733,Attrited Customer,56,2,46,4,3,3,9463.0,764,8699.0,0.994,7106,61,0.906,0.081,0.99661,0.00338788,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7509246539152489,116.49180327868852
708805908,Attrited Customer,30,2,18,1,1,3,10017.0,726,9291.0,0.924,9299,68,0.619,0.072,0.9882,0.0118,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.9283218528501548,136.75
710155158,Attrited Customer,37,2,18,1,1,2,31832.0,518,31314.0,0.972,10201,59,0.788,0.016,0.98265,0.01735,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.3204636843427997,172.89830508474577
720353808,Attrited Customer,34,3,21,1,2,3,34516.0,0,34516.0,0.794,9177,50,1.083,0.0,0.9943,0.0057,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.265876694866149,183.54
717047583,Attrited Customer,47,3,35,2,3,2,4779.0,2517,2262.0,0.929,8912,63,0.658,0.527,0.99631,0.00368792,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.8648252772546559,141.46031746031747
712895733,Attrited Customer,40,4,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1.077,0.017,0.99487,0.00513,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.2508691621277089,106.90123456790124
719629308,Attrited Customer,55,2,37,2,2,3,34516.0,1783,32733.0,0.821,8472,80,0.739,0.052,0.99477,0.00523,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.24545138486499016,105.9
754443033,Attrited Customer,50,1,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013,0.99612,0.0038814,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.26205238150422994,125.625
720748608,Attrited Customer,44,3,32,1,2,2,3575.0,0,3575.0,0.843,7672,66,0.737,0.0,0.99161,0.00839,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.146013986013986,116.24242424242425
709823733,Attrited Customer,44,2,34,2,3,3,5508.0,0,5508.0,0.89,7507,78,0.733,0.0,0.99671,0.00329379,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.3629266521423384,96.24358974358974
720512433,Attrited Customer,56,1,36,6,4,3,15219.0,2281,12938.0,0.832,7625,78,0.95,0.15,0.99717,0.00282527,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5010184637624022,97.75641025641026
710162133,Attrited Customer,41,4,36,1,3,6,4725.0,1253,3472.0,1.008,9134,77,0.974,0.265,0.99939,0.00060765,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.933121693121693,118.62337662337663
710878308,Attrited Customer,50,4,37,1,2,3,3699.0,913,2786.0,0.866,7297,71,0.69,0.247,0.99504,0.00495524,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.9726953230602866,102.77464788732394
713390433,Attrited Customer,44,3,29,2,3,2,34516.0,2517,31999.0,0.579,6782,67,0.763,0.073,0.99537,0.00462792,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.19648858500405608,101.22388059701493
712010358,Attrited Customer,49,4,36,2,3,2,3999.0,0,3999.0,0.938,7567,76,0.652,0.0,0.99473,0.00527,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.892223055763941,99.5657894736842
711432258,Attrited Customer,55,3,46,2,4,2,4178.0,0,4178.0,0.882,7914,54,0.862,0.0,0.99559,0.00441277,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8942077549066538,146.55555555555554
714294183,Attrited Customer,54,1,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,0.308,0.014,0.99649,0.00350838,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5621085594989561,105.58823529411765
708354858,Attrited Customer,51,2,42,2,4,2,14938.0,0,14938.0,0.758,8192,80,0.778,0.0,0.99583,0.00416681,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5484000535546927,102.4
708301683,Attrited Customer,40,2,30,6,2,3,20798.0,1059,19739.0,1.049,8038,90,0.837,0.051,0.99495,0.00505,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.3864794691797288,89.31111111111112
712113558,Attrited Customer,45,2,36,4,3,3,24844.0,1273,23571.0,0.437,6549,75,0.974,0.051,0.99671,0.00329379,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2636048945419417,87.32
720597108,Attrited Customer,48,3,36,5,3,1,9943.0,2138,7805.0,0.949,8325,54,1.0,0.215,0.99251,0.00749,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8372724529819974,154.16666666666666
719767683,Attrited Customer,46,0,39,2,3,3,16983.0,0,16983.0,1.061,8526,79,0.837,0.0,0.99605,0.00394546,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5020314432079138,107.92405063291139
715321008,Attrited Customer,39,2,36,6,3,3,34516.0,2517,31999.0,1.052,7866,63,0.75,0.073,0.997,0.00299743,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2278943098852706,124.85714285714286
780042633,Attrited Customer,37,2,21,2,2,2,31718.0,0,31718.0,0.91,7432,64,0.641,0.0,0.99123,0.00877,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.2343149000567501,116.125
713269533,Attrited Customer,42,2,36,1,3,1,9959.0,2517,7442.0,0.884,8847,85,0.771,0.253,0.99061,0.00939,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8883422030324329,104.08235294117647
789684258,Attrited Customer,57,2,43,2,3,3,34516.0,1847,32669.0,0.557,7842,61,0.794,0.054,0.9969,0.00309859,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.2271989801831035,128.55737704918033
761079783,Attrited Customer,40,3,33,5,3,6,5500.0,442,5058.0,0.609,7720,67,0.558,0.08,0.99939,0.00061414,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.4036363636363636,115.22388059701493
787518258,Attrited Customer,49,3,38,2,3,3,8549.0,0,8549.0,1.023,9192,77,0.791,0.0,0.99691,0.00308778,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0752134752602645,119.37662337662337
717631908,Attrited Customer,56,2,44,5,3,1,4390.0,0,4390.0,1.005,8454,69,0.769,0.0,0.99168,0.00832,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.925740318906606,122.52173913043478
769396158,Attrited Customer,55,1,43,2,2,3,24884.0,0,24884.0,0.072,5107,53,0.293,0.0,0.99431,0.00569,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.20523227776884745,96.35849056603773
716717733,Attrited Customer,55,3,47,2,5,4,4841.0,859,3982.0,1.003,8918,87,0.977,0.177,0.99838,0.00162275,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.8421813674860565,102.50574712643679
709383933,Attrited Customer,31,2,18,2,1,3,4246.0,2517,1729.0,0.951,8102,66,0.886,0.593,0.99028,0.00972,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.90814884597268,122.75757575757575
715113933,Attrited Customer,54,1,36,2,3,2,11077.0,573,10504.0,0.973,8165,87,0.776,0.052,0.99464,0.00536,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.7371129367157172,93.85057471264368
715714458,Attrited Customer,48,5,38,2,3,3,4446.0,0,4446.0,0.963,8753,76,0.949,0.0,0.99681,0.00319072,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.968735942420153,115.17105263157895
715076358,Attrited Customer,57,1,36,4,3,3,23714.0,0,23714.0,0.981,8463,62,0.824,0.0,0.99702,0.00298315,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3568777937083579,136.5
769667583,Attrited Customer,34,3,28,2,3,2,3744.0,0,3744.0,0.796,8202,69,0.769,0.0,0.99547,0.00453174,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.190705128205128,118.8695652173913
715645908,Attrited Customer,59,0,48,5,2,6,34516.0,0,34516.0,0.969,8480,71,0.821,0.0,0.99895,0.00104747,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.2456831614323792,119.43661971830986
778643733,Attrited Customer,48,1,28,3,2,1,23981.0,1454,22527.0,0.925,9140,64,0.684,0.061,0.98707,0.01293,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.3811350652599975,142.8125
710980383,Attrited Customer,53,3,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0,0.9943,0.0057,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.184291343145208,85.95945945945945
709971708,Attrited Customer,51,1,41,3,3,2,9701.0,0,9701.0,1.024,9404,62,0.824,0.0,0.99395,0.00605,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9693845995258221,151.67741935483872
710153583,Attrited Customer,30,0,13,3,1,3,6075.0,0,6075.0,0.923,9242,63,0.909,0.0,0.98791,0.01209,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.5213168724279835,146.6984126984127
720565458,Attrited Customer,43,2,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,0.806,0.0,0.9972,0.00280059,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.35854616895874264,95.46153846153847
715496058,Attrited Customer,41,4,36,3,3,3,15987.0,0,15987.0,0.598,7832,73,0.78,0.0,0.99735,0.0026529,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.4898980421592544,107.28767123287672
716238483,Attrited Customer,59,0,50,3,2,3,12918.0,2352,10566.0,1.008,9138,76,0.9,0.182,0.99378,0.00622,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7073850441244774,120.23684210526316
718297683,Attrited Customer,59,1,50,1,0,3,4085.0,0,4085.0,0.787,7597,71,0.69,0.0,0.96902,0.03098,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8597307221542227,107.0
719118708,Attrited Customer,49,3,37,2,2,2,5855.0,0,5855.0,0.962,9202,80,0.86,0.0,0.99236,0.00764,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.5716481639624253,115.025
779333883,Attrited Customer,51,3,33,3,3,3,7428.0,0,7428.0,0.873,8078,62,0.722,0.0,0.99691,0.00308778,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0875067312870221,130.29032258064515
826245858,Attrited Customer,50,2,40,3,4,6,34516.0,0,34516.0,0.801,7661,79,1.079,0.0,0.99942,0.00058361,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.22195503534592653,96.9746835443038
789817833,Attrited Customer,44,5,33,3,3,2,9073.0,2466,6607.0,0.446,6793,60,1.069,0.272,0.99545,0.00455475,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7487049487490356,113.21666666666667
717060858,Attrited Customer,31,0,36,3,2,3,6911.0,2517,4394.0,0.934,8123,71,0.732,0.364,0.99395,0.00605,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.175372594414701,114.40845070422536
757291008,Attrited Customer,46,4,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008,0.9952,0.00479863,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.2597056437594159,117.94736842105263
708963258,Attrited Customer,46,3,39,3,3,2,13344.0,1907,11437.0,0.832,8534,86,0.83,0.143,0.99452,0.00548,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6395383693045563,99.23255813953489
711746133,Attrited Customer,50,1,37,4,3,2,32563.0,0,32563.0,1.013,9220,81,0.884,0.0,0.99464,0.00536,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.28314344501428,113.82716049382717
708496833,Attrited Customer,60,1,50,4,4,5,4613.0,0,4613.0,0.978,8970,78,1.294,0.0,0.99899,0.00101395,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.944504660741383,115.0
710895708,Attrited Customer,35,0,27,2,3,2,3876.0,0,3876.0,0.848,7712,73,0.825,0.0,0.99554,0.00445616,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9896800825593395,105.64383561643835
719859033,Attrited Customer,32,3,20,2,2,2,3264.0,0,3264.0,0.549,6439,63,0.75,0.0,0.99161,0.00839,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9727328431372548,102.2063492063492
710155983,Attrited Customer,52,1,36,3,3,4,4826.0,0,4826.0,0.954,8585,62,1.0,0.0,0.99813,0.00187387,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.778905926232905,138.46774193548387
779571708,Attrited Customer,43,5,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0,0.99497,0.00503,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.8767316271425216,112.5774647887324
713318733,Attrited Customer,32,0,24,3,2,3,4097.0,0,4097.0,0.836,8376,64,0.684,0.0,0.99378,0.00622,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.044422748352453,130.875
709611183,Attrited Customer,41,3,31,3,3,3,3952.0,0,3952.0,1.002,8241,82,0.952,0.0,0.99673,0.00326528,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0852732793522266,100.5
712441308,Attrited Customer,41,4,25,2,2,3,29295.0,0,29295.0,1.411,9865,65,0.711,0.0,0.99549,0.00451007,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.33674688513398193,151.76923076923077
711684408,Attrited Customer,50,0,38,2,3,1,4935.0,1574,3361.0,1.01,8527,84,0.5,0.319,0.98937,0.01063,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7278622087132725,101.51190476190476
715825458,Attrited Customer,47,2,36,3,3,2,12933.0,2239,10694.0,0.445,6564,56,0.514,0.173,0.99447,0.00553,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5075388540941776,117.21428571428571
711161133,Attrited Customer,36,2,36,2,3,3,6071.0,0,6071.0,0.912,9338,59,0.903,0.0,0.997,0.00299743,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.5381321034425959,158.27118644067798
713242383,Attrited Customer,39,2,19,2,1,2,34516.0,796,33720.0,0.841,7721,75,0.667,0.023,0.98083,0.01917,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.22369335960134432,102.94666666666667
717457008,Attrited Customer,43,3,36,3,3,3,9267.0,0,9267.0,0.866,7991,90,1.093,0.0,0.99691,0.00308778,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.8623071112549908,88.78888888888889
712841883,Attrited Customer,50,3,36,3,3,2,34516.0,2517,31999.0,0.735,7155,66,0.65,0.073,0.99394,0.00606,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.20729516745856993,108.4090909090909
719582058,Attrited Customer,41,3,29,2,2,3,24001.0,1629,22372.0,0.965,9102,75,0.974,0.068,0.99653,0.00346592,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.37923419857505936,121.36
711096633,Attrited Customer,37,2,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,0.843,0.0,0.99892,0.00108359,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.7047447349012538,91.48936170212765
708197358,Attrited Customer,57,2,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009,0.98961,0.01039,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.25485381265756474,123.55555555555556
757247808,Attrited Customer,42,3,35,2,4,3,5230.0,2517,2713.0,0.937,9495,61,0.605,0.481,0.99737,0.0026282,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.815487571701721,155.65573770491804
710170758,Attrited Customer,32,0,25,6,2,2,4469.0,2331,2138.0,1.006,8314,67,0.763,0.522,0.99137,0.00863,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.8603714477511748,124.08955223880596
780511683,Attrited Customer,47,3,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053,0.99683,0.00317458,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7831407205982326,103.53947368421052
719847108,Attrited Customer,52,1,36,4,3,3,8455.0,2517,5938.0,0.809,8124,73,1.028,0.298,0.99681,0.00319278,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.9608515671200473,111.28767123287672
708385533,Attrited Customer,49,1,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0,0.99612,0.0038814,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.861199023419839,119.05
719379858,Attrited Customer,39,1,36,2,2,3,24239.0,0,24239.0,0.94,8549,73,0.78,0.0,0.99447,0.00553,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.35269606831965017,117.10958904109589
709657533,Attrited Customer,44,3,36,2,3,2,7793.0,2270,5523.0,0.945,8260,54,0.5,0.291,0.99452,0.00548,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0599255742332863,152.96296296296296
712487883,Attrited Customer,54,5,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0,0.98936,0.01064,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.215300107181136,122.58108108108108
753220383,Attrited Customer,29,0,22,2,2,3,11722.0,0,11722.0,0.778,8302,78,0.902,0.0,0.99395,0.00605,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7082409145197065,106.43589743589743
708340758,Attrited Customer,41,4,32,2,3,3,7769.0,0,7769.0,0.943,8109,74,0.762,0.0,0.99677,0.00323086,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0437636761487965,109.58108108108108
718376583,Attrited Customer,52,2,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022,0.99389,0.00611,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.16821184378259357,145.15
720827133,Attrited Customer,43,3,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074,0.99418,0.00582,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2988340520683597,127.0625
708948483,Attrited Customer,54,3,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022,0.99026,0.00974,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.2446401668791285,124.17647058823529
716721483,Attrited Customer,59,0,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,0.895,0.14,0.99014,0.00986,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.6014663162263106,120.77777777777777
710527533,Attrited Customer,45,5,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0,0.99672,0.00328158,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.7234042553191489,148.0344827586207
